,node_id,x_coord,y_coord
0,0,120.4409707,31.9174058
1,1,120.4403109,31.917295
2,3,120.5943333,31.8059099
3,5,120.5693824,31.8472728
4,6,120.5262161,31.8415321
5,7,120.5259649,31.8415337
6,8,120.5182457,31.8443376
7,9,120.576697,31.8044708
8,11,120.6062746,31.7984866
9,13,120.606757,31.7516998
10,14,120.6072141,31.7547312
11,15,120.6071513,31.7909851
12,18,120.5443181,31.8117267
13,19,120.5441239,31.8117424
14,20,120.527524,31.8132591
15,21,120.5273403,31.8132901
16,24,120.608318,31.7624561
17,25,120.608647,31.7661034
18,26,120.6086022,31.775938
19,28,120.605585,31.727644
20,29,120.6052319,31.7319735
21,33,120.6592204,31.7925552
22,34,120.6615062,31.7878304
23,37,120.7244755,31.9761958
24,38,120.7245629,31.9761273
25,39,120.7253812,31.974284
26,41,120.6613914,31.7730113
27,49,120.6077873,31.7942125
28,52,120.6069965,31.790987
29,54,120.6056146,31.7887742
30,58,120.6217843,31.7858887
31,59,120.6187068,31.7865658
32,60,120.6269896,31.7844841
33,61,120.6261875,31.7847219
34,63,120.6186867,31.7864543
35,64,120.6217468,31.7857869
36,65,120.6270404,31.784356
37,66,120.6327019,31.7824355
38,67,120.6262429,31.784591
39,72,120.6056124,31.7886726
40,78,120.6066419,31.7517049
41,79,120.6054825,31.7433775
42,80,120.6050956,31.738801
43,81,120.6071143,31.7547442
44,83,120.6084588,31.7759243
45,84,120.6084533,31.7655792
46,85,120.6080949,31.7619631
47,89,120.5972311,31.8184655
48,91,120.6031122,31.8083092
49,94,120.6065394,31.7973321
50,95,120.5969042,31.8186227
51,96,120.5832987,31.8095299
52,97,120.6061325,31.7984303
53,100,120.5963647,31.8191606
54,101,120.6062561,31.7969739
55,102,120.5962952,31.819674
56,108,120.6626152,31.844707
57,110,120.662145,31.8002015
58,111,120.6621656,31.8003079
59,114,120.6569265,31.7737596
60,115,120.6574189,31.7736527
61,118,120.6331701,31.7822592
62,119,120.6385214,31.7801229
63,120,120.6476904,31.7267179
64,121,120.6479628,31.727155
65,123,120.6640103,31.7539892
66,126,120.662595,31.819124
67,127,120.6626013,31.8191989
68,129,120.6621023,31.7705814
69,130,120.6608973,31.7706803
70,132,120.6645293,31.7777466
71,133,120.6645381,31.7785765
72,134,120.6645067,31.7788936
73,139,120.6579941,31.7319354
74,142,120.6569326,31.7738716
75,143,120.6557378,31.774143
76,147,120.6574304,31.7738184
77,148,120.6569355,31.7739253
78,152,120.6331988,31.7823648
79,153,120.6327315,31.7825407
80,157,120.6927874,31.9061067
81,158,120.6966469,31.9097166
82,159,120.6967357,31.9097997
83,166,120.68695,31.8996523
84,169,120.6638864,31.7540116
85,174,120.662094,31.7704941
86,179,120.6643611,31.7788383
87,180,120.6643801,31.7785842
88,181,120.6643601,31.7719975
89,183,120.6538954,31.7745099
90,186,120.6624729,31.8192011
91,187,120.6624663,31.8191283
92,189,120.6390273,31.7800403
93,192,120.6581356,31.7320061
94,197,120.6637578,31.7666525
95,198,120.6638366,31.766425
96,201,120.6742954,31.8711904
97,202,120.6753758,31.8731161
98,203,120.6754302,31.8732326
99,204,120.6792499,31.8829884
100,205,120.6792892,31.8831421
101,206,120.6791857,31.8831955
102,207,120.6791393,31.8830435
103,208,120.67532,31.8733024
104,209,120.6752685,31.8731923
105,210,120.6741713,31.8712445
106,212,120.6871378,31.8997233
107,217,120.6588732,31.7711271
108,218,120.6603491,31.7730796
109,219,120.6559309,31.7363766
110,221,120.7303086,31.9813606
111,222,120.7288424,31.9800424
112,223,120.7281054,31.9793932
113,224,120.7215417,31.9734415
114,226,120.6643787,31.7704981
115,227,120.6620242,31.8002387
116,228,120.6620043,31.8001274
117,231,120.6390816,31.7798986
118,232,120.6566984,31.7376914
119,233,120.6565916,31.7363819
120,234,120.6566447,31.7360032
121,238,120.6626559,31.8434651
122,241,120.6628229,31.8284639
123,242,120.6628072,31.8288628
124,246,120.6638099,31.8514864
125,247,120.696655,31.9098589
126,248,120.6965619,31.9097718
127,249,120.6927359,31.906192
128,250,120.6567715,31.7363836
129,252,120.6642401,31.8535596
130,253,120.6384564,31.7802695
131,255,120.658119,31.7716476
132,256,120.6574262,31.7737583
133,257,120.6626516,31.828872
134,258,120.6626621,31.8284648
135,264,120.728769,31.971738
136,265,120.7304392,31.970471
137,267,120.7287026,31.9791806
138,268,120.7291849,31.971943
139,273,120.7436311,31.9583535
140,276,120.7435065,31.9583237
141,278,120.7419569,31.9611437
142,279,120.7293076,31.9720035
143,280,120.7288393,31.9791504
144,282,120.7430658,31.959928
145,283,120.7429444,31.9600761
146,286,120.7435319,31.959419
147,287,120.7282093,31.9793398
148,288,120.7120639,31.9646993
149,289,120.6686876,31.9174284
150,290,120.6647121,31.9206581
151,291,120.6642944,31.9208795
152,292,120.637486,31.8261285
153,293,120.6406666,31.8188701
154,294,120.6407154,31.8187638
155,296,120.697147,31.9509927
156,297,120.6845426,31.9394159
157,298,120.6258788,31.8622774
158,299,120.6275848,31.8588026
159,300,120.6627305,31.9194199
160,301,120.6630361,31.9192328
161,302,120.6689233,31.9170546
162,303,120.6404371,31.8836735
163,304,120.635992,31.877259
164,305,120.6625536,31.9192565
165,306,120.6359536,31.8771811
166,308,120.6296388,31.8404027
167,311,120.697241,31.9510792
168,312,120.6639885,31.9205995
169,313,120.6645132,31.9206896
170,314,120.6406067,31.8838793
171,315,120.6515816,31.9091375
172,316,120.6417922,31.8982693
173,317,120.6413691,31.8977177
174,318,120.6645992,31.9211563
175,319,120.6412901,31.8976163
176,321,120.6516692,31.9092193
177,324,120.6281092,31.8530736
178,326,120.6657338,31.9188622
179,327,120.6630952,31.9192884
180,328,120.6627579,31.9194517
181,329,120.628422,31.8620001
182,332,120.6359389,31.8600968
183,333,120.6579389,31.7961605
184,335,120.640797,31.8187691
185,336,120.6407522,31.8188674
186,337,120.7119722,31.9646149
187,338,120.6277057,31.8576726
188,339,120.6279758,31.8530758
189,340,120.6467803,31.8096101
190,342,120.6356207,31.8293941
191,343,120.6357938,31.8291234
192,344,120.6843008,31.9391938
193,347,120.6280651,31.858759
194,348,120.6246812,31.8632397
195,349,120.624186,31.863196
196,350,120.6247061,31.8630093
197,351,120.6260718,31.8626174
198,352,120.6642572,31.9208478
199,353,120.6658029,31.9190237
200,354,120.6510715,31.8053871
201,355,120.6568969,31.7983894
202,356,120.6569618,31.7983114
203,357,120.6579269,31.7962861
204,359,120.6630657,31.9197389
205,360,120.6360608,31.8602254
206,361,120.650097,31.9243869
207,362,120.6469466,31.9210869
208,366,120.70149,31.7605531
209,368,120.7055367,31.7580831
210,369,120.7058788,31.7578851
211,388,120.7015236,31.7604051
212,401,120.7023981,31.7598991
213,402,120.7057082,31.7581114
214,403,120.7023651,31.7600466
215,410,120.706052,31.7579124
216,413,120.6600747,31.8490846
217,415,120.6273271,31.8625419
218,417,120.6592302,31.8493003
219,421,120.6272827,31.8624184
220,423,120.7058796,31.8234915
221,424,120.7057163,31.823589
222,432,120.7057163,31.8233977
223,433,120.7058579,31.8233165
224,437,120.6673481,31.8464905
225,439,120.6157972,31.8656157
226,440,120.6103502,31.8671039
227,447,120.7225242,31.8155838
228,452,120.6675628,31.8462514
229,458,120.7610814,31.8556068
230,463,120.7306062,31.8801265
231,464,120.7304066,31.8802514
232,466,120.6104926,31.9441483
233,467,120.6109898,31.9438505
234,468,120.6110937,31.9437878
235,469,120.6115059,31.9435858
236,474,120.6430019,31.9297205
237,480,120.6865456,31.9052282
238,481,120.6894894,31.9030201
239,482,120.6898314,31.9027834
240,483,120.6934061,31.9004075
241,486,120.6791069,31.9112082
242,487,120.6789922,31.9112839
243,494,120.6787924,31.9111058
244,495,120.6789097,31.9110286
245,498,120.7609523,31.8554073
246,502,120.6115313,31.9437335
247,503,120.6112102,31.9439062
248,504,120.611085,31.94397
249,505,120.6106416,31.9441955
250,506,120.7729803,31.8393055
251,508,120.7468084,31.8654253
252,509,120.7469564,31.8653128
253,510,120.7470667,31.8655563
254,511,120.5962965,31.9504199
255,512,120.5961566,31.9504764
256,513,120.589254,31.9530059
257,514,120.5890935,31.9530655
258,517,120.5584594,31.9605851
259,518,120.5586426,31.9605576
260,519,120.5704134,31.9586153
261,520,120.5705788,31.9585786
262,522,120.6935635,31.9006036
263,523,120.6900994,31.9028036
264,524,120.6896497,31.9031151
265,525,120.6862611,31.9056545
266,527,120.7302841,31.8800813
267,528,120.7304095,31.879987
268,529,120.5273971,31.8131011
269,532,120.5161804,31.8771053
270,533,120.5163538,31.8770569
271,534,120.5219813,31.8752953
272,535,120.5221875,31.8752393
273,538,120.5037215,31.8722281
274,539,120.5038444,31.8721866
275,540,120.5139966,31.8692251
276,541,120.5141472,31.8691908
277,542,120.5191684,31.8681641
278,543,120.5193278,31.8681289
279,545,120.5164296,31.8530605
280,546,120.5164542,31.853172
281,547,120.5128825,31.8623437
282,548,120.5128512,31.8625266
283,549,120.5141693,31.8692635
284,551,120.5863811,31.8731806
285,552,120.5854371,31.8675544
286,553,120.5854081,31.867379
287,554,120.584864,31.8640614
288,555,120.5764609,31.8701693
289,556,120.5762544,31.8702186
290,557,120.5648329,31.8734855
291,558,120.5646606,31.8735367
292,560,120.4539463,31.8727375
293,561,120.4591744,31.871119
294,562,120.4901253,31.8615698
295,563,120.4944762,31.8616622
296,566,120.5510062,31.8692297
297,567,120.5509809,31.8691657
298,568,120.5448482,31.8609658
299,569,120.5025279,31.8627852
300,570,120.5039267,31.872397
301,572,120.5908941,31.8246321
302,575,120.4784197,31.9563717
303,576,120.478632,31.9570238
304,577,120.4787845,31.9576756
305,578,120.48554,31.9877818
306,579,120.4593214,31.8711086
307,580,120.4592368,31.8713145
308,581,120.4561828,31.8938826
309,582,120.4578941,31.9071262
310,583,120.4588506,31.910028
311,584,120.4595514,31.9116842
312,585,120.4603903,31.913425
313,586,120.46393,31.9207603
314,587,120.5913984,31.7416355
315,588,120.5683743,31.7532817
316,589,120.5860124,31.7984048
317,590,120.58144,31.797524
318,591,120.5877409,31.8004903
319,593,120.5843906,31.7946727
320,595,120.5847707,31.7957626
321,597,120.5878057,31.7931504
322,602,120.58816,31.801111
323,603,120.5777817,31.79841
324,604,120.5815756,31.7963739
325,605,120.587724,31.794185
326,608,120.5781396,31.7984832
327,612,120.5911088,31.7923886
328,613,120.5832112,31.7918266
329,615,120.5865079,31.7979481
330,616,120.5920597,31.7921406
331,617,120.5826193,31.7922382
332,618,120.5812721,31.7891331
333,626,120.5414051,31.8065616
334,627,120.5358352,31.807895
335,628,120.5275765,31.8104535
336,643,120.5519352,31.7873859
337,644,120.5516673,31.7952683
338,647,120.5419614,31.8206738
339,650,120.5471367,31.8055327
340,651,120.5460813,31.8078576
341,652,120.5454428,31.8092646
342,653,120.5443468,31.8116413
343,656,120.5417892,31.8206842
344,659,120.5441668,31.8116457
345,660,120.5446204,31.8106233
346,661,120.5463521,31.8068013
347,664,120.5627257,31.8101889
348,665,120.5627221,31.8102745
349,666,120.5637184,31.8193864
350,667,120.5650048,31.8309307
351,668,120.5650161,31.8310568
352,669,120.5658039,31.8394905
353,677,120.5515919,31.7952371
354,678,120.5516568,31.7949798
355,679,120.5508932,31.7972962
356,680,120.5409921,31.8415986
357,681,120.5410157,31.8413865
358,682,120.541045,31.8404435
359,683,120.5412997,31.8320361
360,684,120.541295,31.8318305
361,685,120.5415399,31.831812
362,686,120.5415399,31.8320136
363,687,120.5412577,31.8393837
364,688,120.5412212,31.8413833
365,689,120.5412103,31.8415938
366,695,120.5402225,31.8086115
367,696,120.5424722,31.8062469
368,699,120.5384631,31.8071172
369,700,120.5405915,31.8086296
370,707,120.5434038,31.8086821
371,708,120.5434467,31.8085962
372,710,120.5452225,31.8106686
373,711,120.5801387,31.8197051
374,712,120.5635939,31.8193957
375,713,120.5544252,31.8199605
376,714,120.5283064,31.8215096
377,715,120.528209,31.8215113
378,717,120.5940898,31.8215441
379,718,120.6045064,31.8227104
380,719,120.5903476,31.8248257
381,722,120.5920413,31.8233981
382,723,120.5992293,31.8264737
383,724,120.5956989,31.8245915
384,726,120.5930198,31.8260331
385,727,120.5895417,31.8257332
386,728,120.5917341,31.8240797
387,729,120.5928069,31.8259593
388,731,120.5956632,31.8245266
389,732,120.5994171,31.8264871
390,735,120.5845805,31.8286569
391,737,120.5972032,31.8223211
392,739,120.5967725,31.8218357
393,741,120.6000245,31.8227701
394,742,120.5944286,31.8219033
395,743,120.5939436,31.8216808
396,749,120.5844691,31.8285997
397,762,120.6029344,31.8090848
398,766,120.6127225,31.8580319
399,768,120.6096062,31.8648694
400,771,120.6108771,31.8618225
401,772,120.6143703,31.864001
402,774,120.6146853,31.8645228
403,778,120.6110655,31.8615665
404,779,120.6118379,31.856035
405,802,120.6095165,31.8649394
406,803,120.4189067,31.9296429
407,804,120.4297685,31.9245295
408,805,120.4298827,31.9244544
409,807,120.6143949,31.8658406
410,808,120.5793622,31.7849464
411,810,120.5792489,31.7851375
412,815,120.5844107,31.8949552
413,816,120.5842254,31.8950104
414,817,120.5834947,31.8951968
415,818,120.5710775,31.8983938
416,819,120.5709099,31.8984385
417,821,120.5190807,31.9083222
418,822,120.5273549,31.9075827
419,823,120.5274399,31.9075633
420,824,120.5392582,31.9055233
421,825,120.5394026,31.9054983
422,827,120.5640042,31.9003076
423,829,120.5622639,31.8935671
424,830,120.5622472,31.8933598
425,831,120.5560301,31.8808384
426,832,120.5541394,31.8765118
427,833,120.5537781,31.8949335
428,835,120.5819693,31.8881281
429,836,120.5817818,31.8881841
430,837,120.5695489,31.8915818
431,838,120.5693221,31.8916485
432,842,120.5641441,31.9002697
433,843,120.6106912,31.943461
434,845,120.5764369,31.8700369
435,846,120.5769932,31.8731035
436,847,120.5773214,31.8747482
437,848,120.5777078,31.8762125
438,849,120.5784793,31.8783699
439,850,120.581905,31.8879483
440,851,120.584377,31.8948612
441,852,120.5846651,31.8956661
442,853,120.577003,31.8760192
443,854,120.5775473,31.876225
444,855,120.5780614,31.875701
445,856,120.5783356,31.8784745
446,857,120.5749881,31.8765478
447,858,120.5804996,31.8750602
448,859,120.5771327,31.8747761
449,860,120.5771445,31.8758713
450,861,120.5749133,31.8764246
451,862,120.5767962,31.8731523
452,863,120.5779461,31.875664
453,864,120.5799729,31.8751197
454,865,120.5673039,31.8458436
455,866,120.5672094,31.8457822
456,867,120.5598672,31.8503481
457,868,120.6083939,31.9712904
458,869,120.5961077,31.95035
459,871,120.5612636,31.86651
460,873,120.5657,31.8792682
461,874,120.5665928,31.8801791
462,875,120.5667619,31.8809017
463,876,120.5644677,31.8796048
464,877,120.5668682,31.8801048
465,878,120.5668056,31.8789634
466,879,120.5677812,31.8786612
467,880,120.5670379,31.8808484
468,881,120.5634587,31.8796586
469,882,120.5659946,31.8782322
470,883,120.5663225,31.8777985
471,884,120.5688168,31.8780019
472,885,120.5542425,31.8764819
473,886,120.5561591,31.8807953
474,887,120.5570094,31.8825462
475,888,120.5623855,31.8933265
476,889,120.5624286,31.8935329
477,890,120.5587764,31.8813727
478,891,120.5580438,31.8822119
479,893,120.5694955,31.8913571
480,894,120.5710526,31.8982883
481,898,120.5610949,31.8665662
482,900,120.5835289,31.855636
483,901,120.5839778,31.8502126
484,902,120.5839828,31.850068
485,903,120.5834735,31.8430383
486,904,120.5134851,31.8925657
487,905,120.5118685,31.8911275
488,906,120.5131711,31.8899762
489,907,120.5148677,31.8921417
490,908,120.5128723,31.8937654
491,909,120.5129347,31.8937457
492,910,120.5136289,31.8928081
493,911,120.5150397,31.8923658
494,912,120.5129837,31.8938607
495,913,120.512919,31.8938781
496,914,120.5116095,31.8508926
497,915,120.5210558,31.8551487
498,916,120.5211747,31.8552043
499,917,120.545137,31.8849198
500,918,120.5460161,31.8841224
501,919,120.546313,31.8839281
502,920,120.5464698,31.8842651
503,921,120.5462563,31.8841892
504,922,120.5456937,31.8848213
505,923,120.5458692,31.8850392
506,924,120.5467963,31.885116
507,925,120.5469129,31.8850784
508,926,120.546458,31.8840003
509,927,120.5463815,31.8840758
510,928,120.5464894,31.8840637
511,929,120.5470012,31.8853113
512,930,120.5468926,31.8853497
513,931,120.5600402,31.8612607
514,932,120.5578235,31.8538402
515,933,120.5577753,31.8536502
516,934,120.5576635,31.8531748
517,935,120.5636939,31.8437105
518,937,120.5736154,31.8369514
519,939,120.5114113,31.8509026
520,940,120.5114718,31.8508195
521,941,120.5181389,31.8442115
522,942,120.5601535,31.8612369
523,943,120.561239,31.8664568
524,944,120.5454052,31.885118
525,946,120.543172,31.8794388
526,947,120.5430694,31.8792634
527,948,120.5026868,31.8626178
528,949,120.5127195,31.8623556
529,951,120.4955245,31.8620273
530,952,120.4902338,31.8618057
531,953,120.459099,31.8713599
532,954,120.4539419,31.8729522
533,955,120.5261643,31.8612794
534,956,120.5259974,31.8613008
535,957,120.5201506,31.8620508
536,958,120.5199967,31.8620665
537,959,120.5261498,31.8612037
538,960,120.5318259,31.8615497
539,961,120.5319265,31.8615406
540,962,120.5431253,31.8606676
541,963,120.5433574,31.8606934
542,966,120.5432469,31.8607965
543,967,120.5431771,31.8607891
544,968,120.5319932,31.8615829
545,969,120.5318987,31.8615957
546,970,120.5448625,31.8608611
547,971,120.5510658,31.8691386
548,972,120.5510926,31.8692068
549,974,120.5272793,31.8661086
550,975,120.5273082,31.866188
551,976,120.5289076,31.8731998
552,977,120.5289249,31.8732709
553,978,120.529762,31.8774048
554,979,120.5297788,31.8774776
555,982,120.5295252,31.8513196
556,984,120.5359597,31.8655299
557,985,120.5403844,31.8709101
558,986,120.5404353,31.8709503
559,988,120.5266711,31.8586498
560,989,120.5265362,31.8585688
561,990,120.5211459,31.8553391
562,991,120.5209966,31.855257
563,992,120.5163003,31.8531029
564,993,120.5115482,31.8509667
565,994,120.5238086,31.8792976
566,995,120.5238322,31.8793643
567,996,120.5255322,31.8822768
568,998,120.5191932,31.8682641
569,999,120.5200194,31.8618765
570,1000,120.5267547,31.8585469
571,1002,120.5253392,31.8516637
572,1003,120.5251113,31.8517806
573,1004,120.5201886,31.8618605
574,1005,120.5193349,31.8682375
575,1008,120.5237336,31.8794049
576,1009,120.5175556,31.8813747
577,1010,120.5174332,31.8814131
578,1013,120.5173872,31.881295
579,1014,120.5175243,31.8812508
580,1015,120.523693,31.8793375
581,1017,120.5433466,31.8793808
582,1018,120.5404393,31.8802317
583,1019,120.5542047,31.8763955
584,1020,120.56462,31.8734165
585,1021,120.5647892,31.8733692
586,1022,120.5762318,31.8700942
587,1023,120.5358766,31.8655197
588,1028,120.558712,31.9607383
589,1031,120.5314611,31.8825956
590,1032,120.5315458,31.8827394
591,1033,120.5330522,31.8866616
592,1035,120.5585342,31.960758
593,1036,120.5550204,31.9522433
594,1037,120.5549812,31.9521412
595,1040,120.5393335,31.9055992
596,1041,120.5329635,31.886891
597,1042,120.5328712,31.886711
598,1045,120.5295829,31.8775397
599,1046,120.5295675,31.8774678
600,1047,120.5287189,31.8733506
601,1051,120.5259803,31.8612231
602,1052,120.5266194,31.8584663
603,1053,120.5279581,31.8565635
604,1054,120.5280619,31.8564158
605,1055,120.5250392,31.8516619
606,1059,120.5252618,31.8515681
607,1060,120.5282658,31.8564928
608,1061,120.5281683,31.8566506
609,1064,120.5278651,31.8328602
610,1065,120.5278612,31.832952
611,1066,120.5275197,31.8383216
612,1067,120.526264,31.8413727
613,1071,120.4964678,31.8981907
614,1072,120.4926997,31.8993672
615,1073,120.4666264,31.9071063
616,1078,120.5115537,31.8903232
617,1079,120.5116037,31.8904481
618,1080,120.5119995,31.891473
619,1081,120.5176651,31.9050622
620,1082,120.5196424,31.9099432
621,1083,120.5176169,31.9050802
622,1084,120.5119328,31.8914971
623,1085,120.5115102,31.8904769
624,1086,120.5114586,31.8903523
625,1089,120.5197339,31.9099513
626,1091,120.5198183,31.8877934
627,1092,120.5199529,31.8877382
628,1093,120.5266208,31.8847169
629,1094,120.5267057,31.884678
630,1097,120.5088679,31.8842079
631,1098,120.5088188,31.8840943
632,1099,120.507141,31.8802197
633,1100,120.5070726,31.8800261
634,1102,120.5590603,31.8426538
635,1104,120.5402696,31.8710066
636,1105,120.528716,31.8732526
637,1106,120.5270987,31.8662358
638,1107,120.5270836,31.8661543
639,1108,120.531315,31.8826606
640,1109,120.5432829,31.8792026
641,1112,120.5267775,31.8848037
642,1113,120.5266832,31.8848397
643,1114,120.519998,31.8878769
644,1115,120.5198717,31.8879263
645,1117,120.5313751,31.8827849
646,1120,120.5635705,31.843665
647,1122,120.5460606,31.9624046
648,1123,120.5439552,31.9545272
649,1124,120.5439053,31.95436
650,1125,120.5296732,31.9191956
651,1126,120.520756,31.8903068
652,1127,120.5208804,31.8902543
653,1128,120.5290702,31.8877607
654,1131,120.5140234,31.8692967
655,1132,120.5127117,31.8625353
656,1134,120.5023967,31.862777
657,1135,120.5707746,31.8633925
658,1136,120.5749687,31.8626598
659,1137,120.5751027,31.8626296
660,1138,120.5842979,31.860702
661,1141,120.570784,31.8634679
662,1143,120.5563321,31.8502095
663,1144,120.5580496,31.8512512
664,1145,120.5579569,31.8522664
665,1146,120.5548527,31.8491037
666,1147,120.5412912,31.8496304
667,1148,120.5411024,31.849633
668,1151,120.563666,31.8435459
669,1152,120.5637966,31.8435947
670,1153,120.5665642,31.845184
671,1154,120.5672873,31.8456973
672,1155,120.5673943,31.8457616
673,1156,120.5685284,31.8466162
674,1157,120.6064764,31.8679903
675,1158,120.389822,31.9560766
676,1159,120.3943468,31.9583242
677,1160,120.409395,31.9322226
678,1161,120.4044448,31.9337458
679,1162,120.4002756,31.9348064
680,1163,120.441387,31.9449901
681,1164,120.4405416,31.9610061
682,1165,120.4458029,31.9253654
683,1166,120.4484744,31.9321666
684,1167,120.4484892,31.932238
685,1174,120.4517685,31.95368
686,1175,120.4519114,31.9546585
687,1176,120.4519381,31.954822
688,1177,120.4520793,31.9557293
689,1178,120.4500777,31.9647772
690,1179,120.4500475,31.9648895
691,1181,120.4213517,31.949514
692,1182,120.4214851,31.9495969
693,1183,120.4122586,31.9495928
694,1184,120.4122789,31.9496626
695,1185,120.4136119,31.9570538
696,1186,120.4136312,31.9571697
697,1188,120.5887445,31.9072118
698,1189,120.5886205,31.9072439
699,1190,120.5750077,31.9113345
700,1191,120.5748473,31.911358
701,1198,120.4028659,31.9071256
702,1199,120.4031548,31.90747
703,1200,120.5251265,31.9241009
704,1201,120.5250647,31.9241207
705,1202,120.5240958,31.9245072
706,1205,120.4455167,31.9248954
707,1208,120.404309,31.9334452
708,1209,120.4044146,31.9336828
709,1212,120.415604,31.9306516
710,1214,120.4057138,31.9574847
711,1215,120.4066804,31.9573453
712,1216,120.4097107,31.944439
713,1217,120.4109653,31.946795
714,1218,120.4070008,31.9572735
715,1221,120.3914544,31.9385378
716,1222,120.3915332,31.938855
717,1223,120.4413495,31.9438195
718,1225,120.4411746,31.9438711
719,1229,120.5235035,31.9247375
720,1230,120.4719059,31.9947911
721,1231,120.4717287,31.9943002
722,1232,120.4717009,31.9941945
723,1233,120.4525004,31.9654276
724,1234,120.4042771,31.9333766
725,1236,120.470293,31.9551985
726,1237,120.4702489,31.9551899
727,1239,120.391749,31.9377634
728,1240,120.3912354,31.937993
729,1241,120.3906749,31.9382626
730,1242,120.3746612,31.9442993
731,1246,120.3990955,31.9560891
732,1247,120.3990062,31.9561155
733,1249,120.4703506,31.9549927
734,1251,120.4920371,31.9380914
735,1254,120.3914437,31.9385124
736,1256,120.4398275,31.9623953
737,1257,120.4402646,31.9624937
738,1258,120.4499522,31.9647467
739,1259,120.4520565,31.9652428
740,1260,120.4304694,31.924221
741,1261,120.4302993,31.925077
742,1262,120.4395032,31.9132643
743,1263,120.4407206,31.9168728
744,1264,120.4408088,31.9169839
745,1265,120.4410041,31.9173399
746,1266,120.443923,31.9219787
747,1267,120.439789,31.9625544
748,1268,120.4301672,31.9251679
749,1269,120.4293339,31.9249994
750,1270,120.4402037,31.9626492
751,1271,120.3911636,31.9378438
752,1272,120.3741566,31.9444261
753,1273,120.3588927,31.9467774
754,1274,120.4376454,31.9370564
755,1275,120.4376135,31.9369961
756,1276,120.4783729,31.956879
757,1277,120.4781874,31.9563515
758,1279,120.4527606,31.9546883
759,1280,120.3998422,31.9582633
760,1281,120.4060948,31.9372
761,1282,120.408302,31.9417702
762,1283,120.4528832,31.9548488
763,1284,120.4330197,31.9296434
764,1285,120.4329611,31.9295424
765,1286,120.4298423,31.9246508
766,1287,120.4216381,31.937038
767,1288,120.4216008,31.9369783
768,1289,120.4189446,31.9298517
769,1290,120.4299702,31.9245632
770,1291,120.4330984,31.9294651
771,1292,120.4331348,31.9295494
772,1293,120.3753486,31.9477067
773,1294,120.3828005,31.9512711
774,1295,120.4377417,31.9368949
775,1296,120.4377806,31.9369682
776,1297,120.4438573,31.9221665
777,1298,120.4217415,31.9369774
778,1300,120.3993694,31.9349008
779,1301,120.4100775,31.9318779
780,1302,120.4191404,31.9297856
781,1303,120.4217492,31.9368847
782,1304,120.4209478,31.9511605
783,1305,120.4207617,31.9565887
784,1307,120.5802048,31.9224741
785,1308,120.5802596,31.9225815
786,1309,120.5820986,31.9262447
787,1310,120.582169,31.9263699
788,1314,120.5708833,31.8983328
789,1315,120.5692454,31.8914226
790,1323,120.4589364,31.9094051
791,1324,120.4582126,31.9096195
792,1325,120.4552087,31.9105093
793,1326,120.4544473,31.9107349
794,1329,120.4544148,31.9105512
795,1330,120.4555086,31.910224
